Name,Company,Distillation,ABV,Location,Score,nRatings,Aged,Distilled,Type,Full Name,Country,Price_unit,Popularity,Popularity_scaled,Quebec
12-Year,Juan Santos,,40.0%,Colombia,4.6,14,12.0,2024,Brown,,,,7.30805020110221,4.367628064284937,False
2007 Plenipotenziario Released by Velier 12-Year,Foursquare,Pot and Column Still,12.0%,Barbados,9.1,14,12.0,2007,Brown,,,,11.80805020110221,7.3388471778904805,False
Chameleon,Novo Fogo,,40.0%,Brazil,5.1,14,,2024,Flavoured,,,,7.80805020110221,4.69776352135222,False
Estate Diamond Dark,Cruzan,,,"Virgin Islands, U.S.",6.8,13,,2024,Golden,,,,9.439057329615258,5.7746700890555225,False
Small Batch Vintage Barrel,Bundaberg,,,Australia,6.8,13,,2024,Brown,,,,9.439057329615258,5.7746700890555225,False
2012 Liberation,Rhum Rhum,Pot Still,45.0%,Guadeloupe,8.8,13,,2012,Brown,,,,11.43905732961526,7.095211917324653,False
Central American XO,Rum & Cane,,40.0%,Andorra,6.2,13,,2024,Brown,,,,8.839057329615258,5.378507540574783,False
Vintage 10-Year,Don Omario's,,40.0%,Belize,6.2,13,10.0,2024,Brown,,,,8.839057329615258,5.378507540574783,False
Blended,Red Heart,,40.0%,South Africa,3.9,13,,2024,Black,,,,6.539057329615258,3.8598844380652837,False
Dark,Tapping House,,40.0%,United States,4.5,13,,2024,Black,,,,7.139057329615259,4.256046986546023,False
1997,Diplomatico,,,Venezuela,9.7,13,,1997,Brown,,,,12.339057329615258,7.68945574004576,False
Mango,Cruzan,,,"Virgin Islands, U.S.",5.7,13,,2024,Flavoured,,,,8.339057329615258,5.048372083507501,False
20-Year,Los Valientes,,40.0%,Mexico,7.7,13,20.0,2024,Brown,,,,10.339057329615258,6.368913911776631,False
1998 Caroni,Bristol Classic,,,United Kingdom,6.8,13,,1998,Brown,,,,9.439057329615258,5.7746700890555225,False
Gran Reserva Anejo XO,Don Q,,40.0%,Puerto Rico,7.8,13,,2024,Brown,,,,10.439057329615258,6.4349410031900875,False
Golden,Hansen,,40.0%,Jamaica,2.8,13,,2024,Golden,,,,5.439057329615258,3.1335864325172613,False
Elixir del Caribe,Conde de Cuba,,40.0%,Cuba,6.1,13,,2024,Brown,,,,8.739057329615258,5.312480449161327,False
HMS Monarch,Admiral Rodney,,,Saint Lucia,7.9,13,,2024,Brown,,,,10.53905732961526,6.500968094603544,False
White,Key,,,Multiple,3.2,13,,2024,White,,,,5.839057329615258,3.3976947981710874,False
25-Year,Malteco,,40.0%,Guatemala,7.8,13,25.0,2024,Brown,,,,10.439057329615258,6.4349410031900875,False
2017 Aruba Reserve 15-Year,Papiamento,Column Still (5+),40.0%,Aruba,8.2,13,15.0,2017,Golden,,,,10.839057329615258,6.699049368843913,False
Marti Anejo,Presidente,,40.0%,Dominican Republic,5.7,13,,2024,Brown,,,,8.339057329615258,5.048372083507501,False
Clementine Caribbean,Diablesse,,,United Kingdom,6.7,13,,2024,Flavoured,,,,9.339057329615258,5.708642997642066,False
Tricorne,Compagnie des Indes,,43.0%,France,5.4,13,,2024,White,Compagnie des Indes Tricorne,France,68.21,8.03905732961526,4.850290809267132,True
2009 Trinidad 12-Year,Plantation,,51.8%,Multiple,7.3,13,12.0,2009,Brown,Plantation Trinidad Four Hands 2009 Limited Series,Trinidad and Tobago,199.64,9.939057329615258,6.104805546122805,True
Gold,Old J,,40.0%,United Kingdom,5.6,13,,2024,Golden,,,,8.239057329615258,4.982344992094045,False
Spiced,VooDoo,,,"Virgin Islands, U.S.",5.0,13,,2024,Spiced,,,,7.639057329615259,4.586182443613305,False
Cask Strength 12-Year,Rum SixtySix,Pot and Column Still,59.0%,Barbados,8.3,13,12.0,2024,Brown,,,,10.93905732961526,6.7650764602573705,False
2010 Hampden LROK HLCF 6-Year,Habitation Velier,Pot Still,60.0%,Italy,8.3,13,6.0,2010,Brown,,,,10.93905732961526,6.7650764602573705,False
Solera Especial 6-Year,Pixan,,40.0%,Mexico,5.5,13,6.0,2024,Brown,,,,8.139057329615259,4.916317900680588,False
Amber,John Watling's,,,Bahamas,5.0,13,,2024,Golden,,,,7.639057329615259,4.586182443613305,False
Spiced,El Dorado,,40.0%,Guyana,5.8,13,,2024,Spiced,El Dorado Demerara,Guyana,32.89,8.439057329615258,5.114399174920957,True
Pineapple,Bacardi,,,Puerto Rico,5.0,13,,2024,Flavoured,,,,7.639057329615259,4.586182443613305,False
Blue,Hansen,,,Jamaica,2.1,13,,2024,Golden,,,,4.7390573296152585,2.6713967926230664,False
Detroit Rock Premium Dark,Kiss,,40.0%,Sweden,7.1,13,,2024,Black,,,,9.739057329615258,5.972751363295892,False
Barbados Old Artisanal 5-Year,Plantation,Pot and Column Still,40.0%,Multiple,6.2,13,5.0,2024,Brown,,,,8.839057329615258,5.378507540574783,False
Anejo Reserva,Mulata,,40.0%,Cuba,6.2,13,,2024,Golden,,,,8.839057329615258,5.378507540574783,False
Gran Reserva 12-Year,Cubaney,,40.0%,Dominican Republic,6.8,13,12.0,2024,Brown,,,,9.439057329615258,5.7746700890555225,False
Vanilla Spiced,Pink Pigeon,,40.0%,Mauritius,4.5,13,,2024,Flavoured,,,,7.139057329615259,4.256046986546023,False
82,Borgoe,,40.0%,Suriname,5.9,13,,2024,Golden,,,,8.53905732961526,5.180426266334415,False
Spiced,Blue Chair Bay,,,Barbados,5.7,13,,2024,Spiced,,,,8.339057329615258,5.048372083507501,False
Ratu Spiced 5-Year,Rum Company of Fiji,,,Fiji,6.5,13,5.0,2024,Spiced,,,,9.139057329615259,5.576588814815153,False
White,St. Nicholas Abbey,Pot Still,40.0%,Barbados,7.3,13,,2024,White,,,,9.939057329615258,6.104805546122805,False
Coconut,Don Q,,,Puerto Rico,5.9,13,,2024,Flavoured,,,,8.53905732961526,5.180426266334415,False
Pineapple Grenade,Rock Star,,,United Kingdom,8.9,12,,2024,Spiced,,,,11.464949357461537,7.112307670219512,False
2006 Port Mourant Single Still,El Dorado,,,Guyana,7.8,12,,2006,Brown,,,,10.364949357461537,6.386009664671492,False
Demerara,East London Liquor Company,,40.0%,United Kingdom,6.9,12,,2024,Brown,,,,9.464949357461537,5.791765841950383,False
Barbados XO Anniversary Edition,Rum Nation,,40.0%,Italy,6.8,12,,2024,Brown,,,,9.364949357461537,5.725738750536927,False
Silver Dry,Mulata,,40.0%,Cuba,5.8,12,,2024,White,,,,8.364949357461537,5.065467836402361,False
Gran Reserva Superior,Kirk and Sweeney,,40.0%,Dominican Republic,6.5,12,,2024,Brown,,,,9.064949357461536,5.527657476296556,False
République Dominicaine,La Maison Du Rhum,,,France,7.1,12,,2024,Brown,,,,9.664949357461536,5.923820024777294,False
2018 Casimir,Clairin,,,Haiti,8.0,12,,2018,White,,,,10.564949357461536,6.518063847498404,False
Hors D´age Heritage,Santos Dumont,,43.8%,Brazil,7.8,12,,2024,Brown,,,,10.364949357461537,6.386009664671492,False
Bold Spiced,Captain Morgan,,,Puerto Rico,5.5,12,,2024,Spiced,,,,8.064949357461536,4.867386562161991,False
Añejo 3-Year,Varadero,,40.0%,Cuba,4.5,12,3.0,2024,Golden,,,,7.064949357461536,4.207115648027425,False
Handcrafted I,Skotlander,,40.0%,Denmark,5.3,12,,2024,White,,,,7.864949357461537,4.735332379335079,False
Gunpowder & Rose,The Newfoundland Distillery Co,,40.0%,Canada,6.4,12,,2024,Flavoured,,,,8.964949357461537,5.461630384883099,False
Wagemut PX Cask Barbados 5-Year,N. Kroger,,40.0%,Germany,7.6,12,5.0,2024,Brown,,,,10.164949357461536,6.253955481844578,False
2008 Guyana,Plantation,,,Multiple,5.9,12,,2008,Brown,,,,8.464949357461537,5.131494927815817,False
Asia Pacific XO,Rum & Cane,,40.0%,Andorra,6.6,12,,2024,Brown,,,,9.164949357461536,5.593684567710012,False
Silver Reserve,Privateer,,40.0%,United States,7.3,12,,2024,White,,,,9.864949357461537,6.055874207604209,False
8-Year,Ron Maja,,40.0%,El Salvador,7.5,12,8.0,2024,Golden,Ron Maja 8 years old,El Salvador,90.36,10.064949357461536,6.1879283904311215,True
Pagos,Hampden Estate,Pot Still,52.0%,Jamaica,8.8,12,,2024,Brown,,,,11.364949357461537,7.046280578806057,False
Spiced,Lady Bligh,,40.0%,United States,4.8,12,,2024,Spiced,Naud Hidden Loot Dark Reserve Premium Panama,France,77.5,7.364949357461537,4.405196922267796,True
2004 Grenada,Plantation,,,Multiple,7.4,12,,2004,Brown,,,,9.964949357461537,6.121901299017665,False
Gran Anejo 3-Year,The Brand New Republique,,40.0%,Cuba,5.1,12,3.0,2024,Brown,,,,7.664949357461536,4.603278196508164,False
Vanilla,Brinley Gold,,,Saint Kitts and Nevis,6.8,12,,2024,Flavoured,,,,9.364949357461537,5.725738750536927,False
Spiced,Largo Bay,,40.0%,United States,4.7,12,,2024,Spiced,,,,7.264949357461537,4.339169830854339,False
2017 Hampden LROK White,Habitation Velier,,62.5%,Italy,8.8,12,,2017,White,,,,11.364949357461537,7.046280578806057,False
Gold,Stolen,,,New Zealand,5.8,12,,2024,Golden,,,,8.364949357461537,5.065467836402361,False
Estate No 10,Westerhall,,40.0%,Grenada,6.9,12,,2024,Brown,,,,9.464949357461537,5.791765841950383,False
Gold,Castillo,,,Puerto Rico,4.1,12,,2024,Golden,,,,6.664949357461536,3.9430072823735998,False
Oak Aged,New Grove,,40.0%,Mauritius,5.7,12,,2024,Golden,,,,8.264949357461537,4.999440744988904,False
Cuvee Blanche Blanc,Dzama,,40.0%,Madagascar,6.8,12,,2024,White,,,,9.364949357461537,5.725738750536927,False
Black Spiced,Sea Dog,,,Jamaica,6.2,12,,2024,Spiced,,,,8.764949357461537,5.329576202056188,False
Mutiny,Bundaberg,,40.0%,Australia,5.6,12,,2024,Spiced,,,,8.164949357461536,4.933413653575447,False
2004 Patrimonio Released by Velier 15-Year,Foursquare,Pot and Column Still,58.0%,Barbados,9.1,12,15.0,2004,Brown,,,,11.664949357461536,7.244361853046425,False
Jamaica Pot Still Oloroso Sherry Finish 8-Year,Rum Nation,,40.0%,Italy,6.3,12,8.0,2024,Brown,,,,8.864949357461537,5.395603293469643,False
12-Year,Ocumare,,40.0%,Venezuela,6.9,12,12.0,2024,Brown,,,,9.464949357461537,5.791765841950383,False
XO 15-Year,Hell Or High Water,,40.0%,Finland,7.1,12,15.0,2024,Brown,,,,9.664949357461536,5.923820024777294,False
Aguardiente Anejado,Gustoso,,40.0%,Mexico,6.9,12,,2024,Brown,,,,9.464949357461537,5.791765841950383,False
Premium,Weiron,,40.0%,Sweden,6.8,12,,2024,Brown,,,,9.364949357461537,5.725738750536927,False
Dark,Kula,,40.0%,United States,5.2,12,,2024,Black,,,,7.764949357461537,4.669305287921622,False
Tiki Spiced,World's End,,,Belgium,6.7,12,,2024,Spiced,,,,9.264949357461537,5.65971165912347,False
Guayabita del Pinar,La Occidental,,,Cuba,7.0,12,,2024,Brown,,,,9.564949357461536,5.857792933363839,False
2015 Liberation 6-Year,Rhum Rhum,Pot Still,45.0%,Guadeloupe,7.7,12,6.0,2015,Brown,,,,10.264949357461537,6.319982573258035,False
Dark,Lyon,,40.0%,United States,6.5,12,,2024,Black,,,,9.064949357461536,5.527657476296556,False
Dark,Tiki Lovers,,,Germany,5.5,12,,2024,Golden,,,,8.064949357461536,4.867386562161991,False
Anejo 5-Year,Mulata,,40.0%,Cuba,5.6,12,5.0,2024,Brown,,,,8.164949357461536,4.933413653575447,False
Coconut,Sugar Island,,,United States,4.5,12,,2024,Flavoured,,,,7.064949357461536,4.207115648027425,False
Gold,Bones,,40.0%,"Virgin Islands, U.S.",8.2,12,,2024,Golden,,,,10.764949357461536,6.6501180303253165,False
Grand Reserve,Rumson's,,40.0%,United States,7.8,12,,2024,Brown,,,,10.364949357461537,6.386009664671492,False
Estate Diamond Light,Cruzan,,40.0%,"Virgin Islands, U.S.",6.5,12,,2024,White,,,,9.064949357461536,5.527657476296556,False
Dark,Navy Bay,,40.0%,Jamaica,4.9,12,,2024,Black,,,,7.464949357461537,4.471224013681252,False
Echter Ubersee,James Cook,,40.0%,Germany,3.1,11,,2024,Golden,,,,5.584906649788,3.2298864964736227,False
Demerara Dark,Diamond Reserve,,,Guyana,6.6,11,,2024,Black,,,,9.084906649788,5.540834695944601,False
12-Year,Old Distiller,,40.0%,Dominican Republic,7.7,11,12.0,2024,Brown,,,,10.184906649788001,6.267132701492624,False
2003 Rare Proof 13-Year,Malecon,,,Panama,8.0,11,13.0,2003,Brown,,,,10.484906649788,6.465213975732992,False
Smooth Ambler,Revelation,,,United States,7.2,11,,2024,Golden,,,,9.684906649788001,5.93699724442534,False
12-Year,Coruba,,40.0%,Jamaica,5.1,11,12.0,2024,Brown,,,,7.5849066497879996,4.550428324742753,False
Coffee,Espero,,,Panama,6.0,11,,2024,Flavoured,,,,8.484906649788,5.1446721474638615,False
Old Reserve,Commander's,,40.0%,United States,6.3,11,,2024,Brown,,,,8.784906649788,5.342753421704232,False
Shrubb Liqueur d'Orange,Rhum JM,Column Still (1-4),40.0%,Martinique,6.6,11,,2024,Flavoured,,,,9.084906649788,5.540834695944601,False
Coconut,Tortuga,,40.0%,Cayman Islands,6.5,11,,2024,Flavoured,,,,8.984906649788,5.4748076045311445,False
Royal Oak,Angostura,,40.0%,Trinidad and Tobago,4.9,11,,2024,Golden,,,,7.384906649788,4.41837414191584,False
15-Year,Cuba Libre El Dorado,,40.0%,Guyana,8.2,11,15.0,2024,Brown,,,,10.684906649788,6.5972681585599044,False
Gold Label,Ronrico,,40.0%,Multiple,3.1,11,,2024,Golden,,,,5.584906649788,3.2298864964736227,False
Platino Light,Montanya,,40.0%,United States,6.3,11,,2024,White,,,,8.784906649788,5.342753421704232,False
Barrel Rested,Copalli,,,Belize,5.9,11,,2024,Golden,,,,8.384906649788,5.078645056050406,False
Gran Reserve Especial,Ron Viejo de Caldas,,,Colombia,7.1,11,,2024,Brown,,,,9.584906649788,5.870970153011883,False
Viejo Maestro 6-Year,Roble,,40.0%,Venezuela,5.9,11,6.0,2024,Brown,,,,8.384906649788,5.078645056050406,False
Signature,Yellow Snake,,40.0%,Jamaica,5.0,11,,2024,Brown,,,,7.484906649788,4.484401233329296,False
Carta Dorada,Cubay,,40.0%,Cuba,5.5,11,,2024,Golden,,,,7.984906649788,4.814536690396579,False
50/50 RumRye,Ron Colon Salvadoreno,,50.0%,El Salvador,6.7,11,,2024,Brown,,,,9.184906649788001,5.606861787358058,False
Dubar Imperial,Dupuy Barceló,,,Dominican Republic,6.8,11,,2024,Brown,,,,9.284906649788,5.672888878771515,False
Reserve,Bundaberg,,40.0%,Australia,5.3,11,,2024,Brown,,,,7.784906649788001,4.6824825075696666,False
52,El Pasador de Oro,,,France,8.2,11,,2024,Brown,,,,10.684906649788,6.5972681585599044,False
Florida Spiced,Wicked Dolphin,,,United States,6.9,11,,2024,Spiced,,,,9.384906649788,5.73891597018497,False
2017 Forsyths 151 Proof White,Habitation Velier,Pot Still,75.5%,Italy,7.5,11,,2017,White,,,,9.984906649788,6.1350785186657095,False
Kingston 62,Appleton Estate,,40.0%,Jamaica,5.1,11,,2024,Golden,,,,7.5849066497879996,4.550428324742753,False
Small Batch,South Bay,,40.0%,Dominican Republic,7.2,11,,2024,Brown,,,,9.684906649788001,5.93699724442534,False
1985 Released 2020,Centenario,Column Still (5+),43.0%,Costa Rica,8.7,11,,2024,Brown,,,,11.184906649788,6.9274036156271865,False
2015 Casimir Batch 2,Clairin,,,Haiti,6.9,11,,2015,White,,,,9.384906649788,5.73891597018497,False
1998 Familia,Aldea,,40.0%,Spain,7.2,11,,1998,Brown,,,,9.684906649788001,5.93699724442534,False
Number 1 Sherry Cask,Angostura,,40.0%,Trinidad and Tobago,7.0,11,,2024,Brown,,,,9.484906649788,5.8049430615984265,False
2019 First Drops,Providence,Column Still (1-4),57.0%,Haiti,7.6,11,,2019,White,,,,10.084906649788,6.201105610079166,False
XO Founders Reserv,A. H. Riise,,44.5%,Denmark,7.3,11,,2024,Brown,,,,9.784906649788,6.003024335838797,False
Reserve 8-Year,Bambarra,,40.0%,Turks and Caicos Islands,7.6,11,8.0,2024,Brown,,,,10.084906649788,6.201105610079166,False
2008 Trinidad 11-Year,Plantation,,,Multiple,7.5,11,11.0,2008,Brown,Pierre Ferrand Plantation Vintage 2008,Trinidad and Tobago,85.36,9.984906649788,6.1350785186657095,True
50th Anniversary 7-Year,Pusser's,,54.5%,"Virgin Islands, British",8.1,11,7.0,2024,Brown,,,,10.584906649788,6.531241067146448,False
Coconut,Selvarey,,,Panama,7.9,11,,2024,Flavoured,,,,10.384906649788,6.399186884319535,False
Barbados 8-Year,1731,,,Netherlands,7.2,11,8.0,2024,Brown,,,,9.684906649788001,5.93699724442534,False
Vanilla,St. Aubin,,,Mauritius,6.7,11,,2024,Flavoured,,,,9.184906649788001,5.606861787358058,False
Lontan 57,Savanna,,,Reunion,8.0,11,,2024,White,Savanna Lontan 57 Grand Arôme,Reunion,87.5,10.484906649788,6.465213975732992,True
Silver,Mount Gay,,40.0%,Barbados,4.1,11,,2024,White,,,,6.5849066497879996,3.8901574106081878,False
Barrel Aged,Three Sheets,,13.8%,United States,6.1,11,,2024,Brown,,,,8.584906649788,5.210699238877318,False
2012 Jamaica Worthy Park,Transcontinental Rum Line,,,France,7.3,11,,2012,Brown,,,,9.784906649788,6.003024335838797,False
1996 Jamaica Long Pond ITP & HJC 24-Year,Plantation,,49.1%,Multiple,8.3,11,24.0,1996,Brown,,,,10.784906649788,6.663295249973363,False
White,Barbancourt,,40.0%,Haiti,7.1,11,,2024,White,Barbancourt Agricole,Haiti,47.67,9.584906649788,5.870970153011883,True
Anniversary,Austrian Empire,,40.0%,United Kingdom,7.6,11,,2024,Brown,,,,10.084906649788,6.201105610079166,False
Legado,Comandante,,40.0%,Czech Republic,6.9,11,,2024,Brown,,,,9.384906649788,5.73891597018497,False
2004 Panama,Mezan,,40.0%,Multiple,7.9,11,,2004,Brown,,,,10.384906649788,6.399186884319535,False
Light,Black Coral,,40.0%,United States,6.3,11,,2024,White,,,,8.784906649788,5.342753421704232,False
Spiced,Blackbeard,,,Puerto Rico,6.1,11,,2024,Spiced,,,,8.584906649788,5.210699238877318,False
Gold,Largo Bay,,40.0%,United States,2.9,11,,2024,Golden,,,,5.384906649788,3.09783231364671,False
Exclusive,Appleton Estate,,,Jamaica,8.4,11,,2024,Brown,,,,10.884906649788,6.729322341386819,False
Spiced,Sainte-Marie,,40.0%,Canada,6.0,11,,2024,Spiced,Sainte-Marie,Canada,50.67,8.484906649788,5.1446721474638615,True
Traditional White,Barbancourt,,40.0%,Haiti,5.9,11,,2024,White,,,,8.384906649788,5.078645056050406,False
Clairin,Saint Benevolence,,,Haiti,5.5,11,,2024,White,,,,7.984906649788,4.814536690396579,False
Elixir,Hispánico,,40.0%,Dominican Republic,5.4,11,,2024,Golden,,,,7.884906649788,4.748509598983123,False
Caribbean Dark,Ten to One,,40.0%,Trinidad and Tobago,7.0,11,,2024,Brown,,,,9.484906649788,5.8049430615984265,False
2015 Master Distillers Blenders Edition,Bundaberg,,,Australia,5.7,11,,2015,Brown,,,,8.184906649788001,4.946590873223493,False
Salted & Spiced,Union 55,,,Netherlands,6.5,11,,2024,Flavoured,,,,8.984906649788,5.4748076045311445,False
Spresso Coffee Liquor,Flor de CaÃ±a,,,Nicaragua,6.3,11,,2024,Flavoured,,,,8.784906649788,5.342753421704232,False
Classic Gold 5-Year,Monymusk,,40.0%,Jamaica,6.0,11,5.0,2024,Golden,,,,8.484906649788,5.1446721474638615,False
Superior 12-Year,Tanduay,,40.0%,Philippines,5.0,11,12.0,2024,Brown,,,,7.484906649788,4.484401233329296,False
Anejo Blanco Cuba,Havana Club,,40.0%,Cuba,4.1,11,,2024,Brown,,,,6.5849066497879996,3.8901574106081878,False
Very Strong,Sunset,,84.5%,Saint Vincent And The Grenedines,5.9,10,,2024,White,,,,8.297895272798371,5.021193974625355,False
Spiced,Castillo,,,Puerto Rico,5.1,10,,2024,Spiced,,,,7.49789527279837,4.492977243317703,False
Anejo 3-Year,Santero,,40.0%,Cuba,3.6,10,3.0,2024,Golden,,,,5.99789527279837,3.5025708721158555,False
Limited Release,Blue Stamp,,40.0%,Mauritius,7.8,10,,2024,Brown,,,,10.19789527279837,6.275708711481029,False
Raw & Unfiltered,Key West,,40.0%,United States,7.5,10,,2024,Golden,,,,9.89789527279837,6.07762743724066,False
Serie Experimental No 2 Banana Infused 21-Year,La Hechicera,,43.0%,Colombia,7.7,10,21.0,2024,Brown,,,,10.097895272798372,6.209681620067573,False
Edicion de la Hacienda 4 Star,Ron Del Barrilito,,,Puerto Rico,9.8,10,,2024,Brown,,,,12.197895272798371,7.5962505397501605,False
Spiced,Seacrets,,,United States,7.8,10,,2024,Spiced,,,,10.19789527279837,6.275708711481029,False
Mango,Malibu,,,Canada,4.1,10,,2024,Flavoured,,,,6.49789527279837,3.832706329183138,False
Dark,Bati,,40.0%,Fiji,6.1,10,,2024,Black,,,,8.49789527279837,5.153248157452268,False
5-Year,Vanua,,40.0%,Fiji,4.0,10,5.0,2024,Brown,,,,6.397895272798371,3.7666792377696816,False
Vanilla,Chamarel,,40.0%,Mauritius,5.1,10,,2024,Flavoured,,,,7.49789527279837,4.492977243317703,False
2018 Long Pond STCE White,Habitation Velier,Pot Still,62.5%,Italy,8.6,10,,2018,White,,,,10.99789527279837,6.803925442788681,False
Raspberry,Bacardi,,,Puerto Rico,3.6,10,,2024,Flavoured,Bacardi Raspberry,United States,34.87,5.99789527279837,3.5025708721158555,True
2011 LFCH Velier 7-Year,Hampden Estate,Pot Still,60.5%,Jamaica,7.7,10,7.0,2011,Brown,,,,10.097895272798372,6.209681620067573,False
2004 Traditionnel,Riviere du Mat,,43.0%,Reunion,7.4,10,,2004,Brown,,,,9.797895272798371,6.011600345827204,False
1854,Tanduay,,40.0%,Philippines,5.7,10,,2024,Brown,,,,8.097895272798372,4.889139791798443,False
White,Bayou,,40.0%,United States,6.1,10,,2024,White,,,,8.49789527279837,5.153248157452268,False
Falconet 8-Year,Bombarda,,43.0%,Barbados,7.4,10,8.0,2024,Brown,,,,9.797895272798371,6.011600345827204,False
6-Year,Doorly's,Pot and Column Still,40.0%,Barbados,5.8,10,6.0,2024,Brown,,,,8.19789527279837,4.9551668832118985,False
Red,Inner Circle,,40.0%,Australia,4.4,10,,2024,Golden,,,,6.797895272798371,4.030787603423508,False
Navy Strength,Ron Barco De Cargas,,60.0%,Guatemala,7.7,10,,2024,Brown,,,,10.097895272798372,6.209681620067573,False
21-Year,Porteno,,40.0%,Colombia,7.3,10,21.0,2024,Brown,,,,9.69789527279837,5.9455732544137465,False
Último,Espero,,42.0%,Panama,8.1,10,,2024,Brown,,,,10.49789527279837,6.473789985721399,False
Legacy Edition 2021 Dark Rye Finish,Papas Pilar,Pot and Column Still,43.0%,United States,8.2,10,,2024,Black,,,,10.59789527279837,6.539817077134855,False
Carte Grise,Mangoustan's,,42.0%,Martinique,4.6,10,,2024,Golden,,,,6.99789527279837,4.162841786250421,False
Cacao'mon,RumJava,,,United States,5.9,10,,2024,Flavoured,,,,8.297895272798371,5.021193974625355,False
7-Year,Conde de Cuba,,40.0%,Cuba,6.9,10,7.0,2024,Brown,,,,9.297895272798371,5.681464888759921,False
Pharmacy Liquorice,A. H. Riise,,40.0%,Denmark,2.9,10,,2024,Spiced,,,,5.297895272798371,3.04038123222166,False
White,Koloa,,40.0%,United States,5.2,10,,2024,White,,,,7.597895272798371,4.55900433473116,False
94 Proof,Calico Jack,,,United States,6.9,10,,2024,White,,,,9.297895272798371,5.681464888759921,False
