Name,Company,Type,Distillation,ABV,Location,Score,nRatings,Price,Aged,Distilled,bAveScore
1995 La Confrerie 20-Year,La Favorite,Agricole,Column Still (1-4),45.3%,Martinique,9.0,3.0,,20.0,1995.0,6.706886063014885
2007 Guyana Teeling Single Malt Irish Whiskey Cask Finish 15-Year,Plantation,Aged,Pot Still,53.6%,Multiple,8.0,3.0,,15.0,2007.0,6.5789615626813625
VO Signature 3-Year,La Mauny,Agricole,Column Still (1-4),40.0%,Martinique,6.0,3.0,,3.0,,6.323112562014317
Cuban Coffee,Key West,Flavored,,30.0%,United States,4.7,3.0,,,,6.156810711580737
151,El Dorado,Light,,75.5%,Guyana,4.7,3.0,,,,6.156810711580737
151,Trader Vics,Light,,,United States,2.3,3.0,,,,5.849791910780283
VSOP,Bougainville,Gold,,40.0%,Mauritius,7.3,3.0,,,,6.489414412447896
2005 Single Cask No121 Forrest,Savanna,Aged,,,Reunion,9.7,3.0,,,2005.0,6.796433213248351
Banana,Largo Bay,Flavored,,,United States,4.3,3.0,,,,6.1056409114473285
Santa Maria Port Finish 14-Year,Ron Cristobal,Aged,,40.0%,Dominican Republic,9.0,3.0,,14.0,,6.706886063014885
Spiced,Captain Gold,Spiced,,,Jamaica,1.3,3.0,,,,5.72186741044676
Oaxacan,Camazotz,Light,Pot Still,46.0%,Mexico,8.0,3.0,,,,6.5789615626813625
Daily Ration 1-Year,Compass,Gold,,,Canada,5.0,3.0,,1.0,,6.195188061680794
Guatemala 8-Year,Kill Devil (Hunter Laing),Aged,,,United Kingdom,6.7,3.0,,8.0,,6.412659712247782
Dunderhead,Atom Labs,Dark,,42.0%,United Kingdom,7.3,3.0,,,,6.489414412447896
Recioto Cask Finish 11-Year,Artesano,Aged,,60.9%,Germany,8.7,3.0,,11.0,,6.668508712914828
1987 Esencia 25-Year,Dictador,Aged,,,Colombia,8.3,3.0,,25.0,1987.0,6.6173389127814195
White,Prohibitas,Light,,,Barbados,7.5,3.0,,,,6.5149993125146
False Idol 151,Hamilton,Light,,,Multiple,8.3,3.0,,,,6.6173389127814195
Platinum,Ron Plata,Light,,40.0%,Nicaragua,3.0,3.0,,,,5.939339061013748
Export Strength,Bundaberg,Light,,,Australia,3.7,3.0,,,,6.028886211247214
Oloroso Sherry Cask Limited Edition,Navy Island,Aged,Pot Still,46.3%,Jamaica,8.5,3.0,,,,6.642923812848124
Spiced,New Grove,Spiced,,,Mauritius,6.3,3.0,,,,6.361489912114374
Brazil Barbados Moscatel Cask,S.B.S.,Aged,,,Denmark,6.5,3.0,,,,6.387074812181078
Amber,Puerto Angel,Gold,,40.0%,Mexico,6.3,3.0,,,,6.361489912114374
2009 4-Year,Bielle,Agricole,Column Still (1-4),42.0%,Guadeloupe,8.3,3.0,,4.0,2009.0,6.6173389127814195
1998 Demerara,Moon Import,Aged,,,Italy,8.3,3.0,,,1998.0,6.6173389127814195
Gran Reserva 130 Anniversary 7-Year,Flor de CaÃ±a,Aged,,40.0%,Nicaragua,7.7,3.0,,7.0,,6.540584212581305
Spiced,Delaware Distilling Company,Spiced,,40.0%,United States,6.5,3.0,,,,6.387074812181078
Silver,Ron Carlos,Light,,40.0%,United States,3.5,3.0,,,,6.00330131118051
Spiced Chocolate,Morbleu,Spiced,,,Canada,5.3,3.0,,,,6.233565411780851
8-Year,Frigate Reserve,Aged,,40.0%,Panama,5.7,3.0,,8.0,,6.28473521191426
Caroni Trinidad Felicite Gold 4-Year,Bristol Classic,Aged,,40.0%,United Kingdom,7.3,3.0,,4.0,,6.489414412447896
Haitian 9-Year,Berry's,Aged,,40.0%,Multiple,6.0,3.0,,9.0,,6.323112562014317
Coconut,Mahiki,Flavored,,,Barbados,5.3,3.0,,,,6.233565411780851
florida silver,Wicked Dolphin,Gold,Pot and Column Still,40.0%,United States,6.3,3.0,,,,6.361489912114374
2005 Guyana Port Mourant Demerara 15-Year,Holmes Cay,Aged,,,United States,6.7,3.0,,15.0,2005.0,6.412659712247782
Blanc 55,Trois Rivieres,Agricole,Column Still (1-4),55.0%,Martinique,5.3,3.0,,,,6.233565411780851
Blend Number 17,Private Selection,Aged,,40.0%,Jamaica,7.0,3.0,,,,6.451037062347839
Enlightenment,Edwin Charley,Gold,,40.0%,Jamaica,7.3,3.0,,,,6.489414412447896
1990 Guyanan Uitvlugt 27-Year,The Nectar Of The Daily Drams,Aged,,,Belgium,7.5,3.0,,27.0,1990.0,6.5149993125146
White,Rebellion,Light,,40.0%,Multiple,2.7,3.0,,,,5.900961710913691
Gold,Tapanga,Gold,,40.0%,South Africa,6.5,3.0,,,,6.387074812181078
Green Spiced,Thrasherâ€™s,Spiced,,40.0%,United States,6.0,3.0,,,,6.323112562014317
Antigua 5-Year,Cavalier,Aged,Column Still (1-4),43.0%,Antigua and Barbuda,6.0,3.0,,5.0,,6.323112562014317
2020 Moscatel Wine Finish 12-Year,Ron Esclavo,Aged,,46.0%,Dominican Republic,6.3,3.0,,12.0,2020.0,6.361489912114374
Dominion Series 2 LCBO Exclusive 12-Year,Foursquare,Aged,Pot and Column Still,48.0%,Barbados,8.3,3.0,,12.0,,6.6173389127814195
1998 Jamaica Hampden,Rum Nation,Aged,,,Italy,8.7,3.0,,,1998.0,6.668508712914828
2004 Black Barrel 10-Year,Bundaberg,Aged,,40.0%,Australia,7.0,3.0,,10.0,2004.0,6.451037062347839
1998 Trinidad Caroni 18-Year,Compagnie des Indes,Aged,,,France,8.3,3.0,,18.0,1998.0,6.6173389127814195
5-Year,Pirate's Grog,Spiced,,,Honduras,7.3,3.0,,5.0,,6.489414412447896
Blonde,Riviere du Mat,Agricole,,40.0%,Reunion,5.7,3.0,,,,6.28473521191426
Dry Spiced,World's End,Spiced,,40.0%,Belgium,6.7,3.0,,,,6.412659712247782
Silver Dry,Punta Cana,Light,,40.0%,Dominican Republic,6.5,3.0,,,,6.387074812181078
Gunpowder 57,Fano Skibsrom,Spiced,,57.2%,Denmark,8.0,3.0,,,,6.5789615626813625
2005 Belize 10-Year,Kill Devil (Hunter Laing),Aged,,,United Kingdom,6.7,3.0,,10.0,2005.0,6.412659712247782
Venzuela XO Single Cask,Rum & Cane,Aged,,,Andorra,8.5,3.0,,,,6.642923812848124
2007 Rasta Morris Barbados Frousquare 13-Year,Asta Morris,Aged,,61.7%,Belgium,8.0,3.0,,13.0,2007.0,6.5789615626813625
Special Reserve White Port Cask 15-Year,El Dorado,Aged,,,Guyana,8.3,3.0,,15.0,,6.6173389127814195
Ti Ananas Victoria,Ti Arrange de Ced,Flavored,,,France,6.0,3.0,,,,6.323112562014317
Fire Ship,Captain Morgan,Spiced,,,Puerto Rico,6.0,3.0,,,,6.323112562014317
2019 Jamaica DOK PX Cask Matured for Rum & Co 2-Year,S.B.S.,Aged,Pot Still,68.7%,Denmark,8.0,3.0,,2.0,2019.0,6.5789615626813625
8-Year,Ron Panama,Aged,,40.0%,Panama,6.0,3.0,,8.0,,6.323112562014317
1998 Bellevue Guadeloupe 17-Year,Silver Seal,Aged,,,Italy,7.7,3.0,,17.0,1998.0,6.540584212581305
2008 10-Year,Rhum JM,Agricole,Column Still (1-4),42.9%,Martinique,9.0,3.0,,10.0,2008.0,6.706886063014885
1,St. Augustine,Gold,,40.0%,United States,5.0,3.0,,,,6.195188061680794
Ambre Bartender Selection 18 Mois,Longueteau,Agricole,Column Still (1-4),40.0%,Guadeloupe,5.7,3.0,,,,6.28473521191426
2015 Jamaica Remember,Moon Import,Aged,,,Italy,8.0,3.0,,,2015.0,6.5789615626813625
1993 Trinidad Old Caroni 22-Year,Compagnie des Indes,Aged,Pot Still,48.0%,France,8.3,3.0,,22.0,1993.0,6.6173389127814195
2000 Tres Vieux Cask Strength,Clement,Agricole,Column Still (1-4),57.8%,Martinique,5.7,3.0,,,2000.0,6.28473521191426
2008 Venezuela Single Cask 12-Year,Transcontinental Rum Line,Aged,Column Still (1-4),62.0%,France,8.3,3.0,,12.0,2008.0,6.6173389127814195
Ambré Domaci,Badel,Gold,,40.0%,Croatia,5.0,3.0,,,,6.195188061680794
Anejo Especial,Espero,Gold,,40.0%,Panama,4.7,3.0,,,,6.156810711580737
Silver X 2-Year,Campesino,Light,,40.0%,United States,5.5,3.0,,2.0,,6.259150311847556
Distillerâ€™s Drawer #108 New England Lot No 1 2-Year,Privateer,Aged,Pot and Column Still,53.9%,United States,8.0,3.0,,2.0,,6.5789615626813625
2003 Single Cask No251 La Lave 15-Year,Savanna,Aged,,66.5%,Reunion,9.7,3.0,,15.0,2003.0,6.796433213248351
Francisco,Montero,Aged,,40.0%,Spain,5.5,3.0,,,,6.259150311847556
Ron Miel Aguere Honey,Vintage 7,Flavored,,30.0%,Spain,5.3,3.0,,,,6.233565411780851
Golden,Dunedin,Gold,,40.0%,United Kingdom,7.0,3.0,,,,6.451037062347839
1991 Trinidad 23-Year,Kill Devil (Hunter Laing),Aged,,,United Kingdom,7.3,3.0,,23.0,1991.0,6.489414412447896
Panama Black 21-Year,Rum Nation,Aged,,43.0%,Italy,8.3,3.0,,21.0,,6.6173389127814195
41,Revolte,Light,,,Germany,4.3,3.0,,,,6.1056409114473285
2010 Panama 10-Year,Mezan,Aged,,46.0%,Multiple,8.0,3.0,,10.0,2010.0,6.5789615626813625
2003 Guyana 17-Year,S.B.S.,Aged,Pot Still,59.7%,Denmark,7.0,3.0,,17.0,2003.0,6.451037062347839
2007 Dominican Republic Madeira Finish 13-Year,S.B.S.,Aged,,50.0%,Denmark,8.3,3.0,,13.0,2007.0,6.6173389127814195
40,Barrica,Aged,,40.0%,Venezuela,9.0,3.0,,,,6.706886063014885
La Palma Oro 28-Year,Tres Hombres,Aged,,40.0%,Multiple,8.3,3.0,,28.0,,6.6173389127814195
2005 Venezuela 14-Year,Samaroli,Aged,,48.0%,United Kingdom,8.0,3.0,,14.0,2005.0,6.5789615626813625
Cafe 7-Year,Juan Santos,Flavored,,40.0%,Colombia,6.3,3.0,,7.0,,6.361489912114374
1994 Guyana Enmore (REV) 27-Year,S.B.S.,Aged,Pot Still,48.5%,Denmark,8.0,3.0,,27.0,1994.0,6.5789615626813625
Oaks & Āmes Gold,Oxenham,Aged,,43.0%,Mauritius,7.7,3.0,,,,6.540584212581305
Gold,Bocador,Gold,,40.0%,United States,1.0,3.0,,,,5.683490060346703
1997 Caroni 18-Year,Sansibar,Aged,,,Germany,8.0,3.0,,18.0,1997.0,6.5789615626813625
Guatemala 23-Year,Rum Nation,Aged,,40.0%,Italy,7.0,3.0,,23.0,,6.451037062347839
1718 Tricentennial Blend,Old New Orleans,Aged,,,United States,4.5,3.0,,,,6.131225811514033
2001 16-Year,Cana de Emperador,Aged,,,Guyana,7.5,3.0,,16.0,2001.0,6.5149993125146
Hamburg Dry,Ron Elba,Gold,,40.0%,Germany,5.7,3.0,,,,6.28473521191426
IV,Skotlander,Flavored,,,Denmark,6.7,3.0,,,,6.412659712247782
III,Skotlander,Flavored,,,Denmark,5.3,3.0,,,,6.233565411780851
Spiced,Governor's Reserve,Spiced,,,Cayman Islands,5.0,3.0,,,,6.195188061680794
Epices Creoles,Rhum JM,Agricole,,40.0%,Martinique,7.3,3.0,,,,6.489414412447896
2017 Clairin Sajous 2nd Release 4-Year,Velier,Aged,Pot Still,56.3%,Multiple,8.7,3.0,,4.0,2017.0,6.668508712914828
Guatemala Single Estate 4-Year,Cane Island,Aged,,43.0%,United Kingdom,6.7,3.0,,4.0,,6.412659712247782
1991 Zafra,Carupano,Dark,,40.0%,Venezuela,8.3,3.0,,,1991.0,6.6173389127814195
Dark,King Robert II,Dark,,40.0%,United Kingdom,4.0,3.0,,,,6.067263561347271
Era of Discovery Belize The Great Blue Hole,Rum Shark,Aged,,65.5%,Czechia,5.0,3.0,,,,6.195188061680794
2021 Jamaica Overproof 7-Year,Papalin,Light,Pot Still,57.18%,Multiple,9.0,3.0,,7.0,2021.0,6.706886063014885
2018 Takamaka 3-Year,Habitation Velier,Aged,Pot Still,60.8%,Italy,7.7,3.0,,3.0,2018.0,6.540584212581305
Special Reserve Portuguese Red Wine Cask 15-Year,El Dorado,Aged,,,Guyana,7.0,3.0,,15.0,,6.451037062347839
Novo Fogo Cachaca 3-Year,That Boutique-y Rum Company,Cachaca,,40.0%,United Kingdom,8.0,3.0,,3.0,,6.5789615626813625
Dark,Ole Nassau,Dark,,40.0%,Bahamas,5.5,3.0,,,,6.259150311847556
Silver,Muddy River,Light,,40.0%,United States,7.0,3.0,,,,6.451037062347839
Pacifica,Pacifica,Gold,,56.0%,United States,5.0,3.0,,,,6.195188061680794
2014 Clarendon 8-Year,Rum Shark,Aged,Pot and Column Still,65.6%,Czechia,8.3,3.0,,8.0,2014.0,6.6173389127814195
2007 Guyana Single Cask PX Sherry Finish,Mezan,Aged,Pot and Column Still,58.0%,Multiple,8.3,3.0,,,2007.0,6.6173389127814195
Limited Edition Madeira Cask Finished 6-Year,William Hinton,Agricole,Column Still (1-4),42.0%,Portugal,6.5,3.0,,6.0,,6.387074812181078
White Chocolate Raspberry,Topper's,Flavored,,,Saint Martin,7.0,3.0,,,,6.451037062347839
2006 Panama 14-Year,The Nectar Of The Daily Drams,Aged,,55.3%,Belgium,8.0,3.0,,14.0,2006.0,6.5789615626813625
Gold,Bully Boy,Aged,,,United States,6.3,3.0,,,,6.361489912114374
Spiced,Corsair,Spiced,,,United States,3.7,3.0,,,,6.028886211247214
Don Armando Reserva,Bermudez,Aged,,40.0%,Dominican Republic,5.7,3.0,,,,6.28473521191426
2008 El Salvador Single Barrel Selection 12-Year,S.B.S.,Aged,,,Denmark,7.3,3.0,,12.0,2008.0,6.489414412447896
Blanc 40,Bielle,Agricole,Column Still (1-4),40.0%,Guadeloupe,6.0,3.0,,,,6.323112562014317
2005 Belize 10-Year,Bristol Classic,Aged,,,United Kingdom,6.0,3.0,,10.0,2005.0,6.323112562014317
2019 Lâ€™AprÃ¨s-ski,Rosemont,Spiced,,37.0%,Canada,6.3,3.0,,,2019.0,6.361489912114374
Bardinet Top Series,Negrita,Dark,,38.0%,Martinique,6.3,3.0,,,,6.361489912114374
2004 Raw Cask Finest Barbados Foursquare 12-Year,Blackadder,Aged,,64.1%,Multiple,8.0,3.0,,12.0,2004.0,6.5789615626813625
V Generaciones 30-Year,Flor de CaÃ±a,Aged,,40.0%,Nicaragua,9.0,3.0,,30.0,,6.706886063014885
2003 South Pacific Distillery Edition 10-Year,Duncan Taylor,Aged,,,United Kingdom,3.0,3.0,,10.0,2003.0,5.939339061013748
Gold,Gubba,Gold,,40.0%,United States,6.7,3.0,,,,6.412659712247782
2015 Single Barrel Cask No 8157 5-Year,Luisita,Aged,Column Still (5+),59.1%,Philippines,6.5,3.0,,5.0,2015.0,6.387074812181078
Blanco,Caney,Light,,40.0%,Cuba,5.3,3.0,,,,6.233565411780851
2004 Fiji 16-Year,Holmes Cay,Aged,,,United States,8.7,3.0,,16.0,2004.0,6.668508712914828
Cuvee Grande Reserve 7-Year,St. Aubin,Aged,,,Mauritius,5.0,3.0,,7.0,,6.195188061680794
l'Elixir 6-Year,Clement,Agricole,Column Still (1-4),42.0%,Martinique,6.5,3.0,,6.0,,6.387074812181078
Concordia 4-Year,Damoiseau,Agricole,Column Still (1-4),40.0%,Guadeloupe,4.0,2.0,,4.0,,6.159341105330276
Caribbean Blended,Duncan Taylor,Aged,,,United Kingdom,6.5,2.0,,,,6.382045035551431
Navy Silver OAR,Black Bart,Aged,,40.0%,Barbados,4.0,2.0,,,,6.159341105330276
1998 Trinidad 21-Year,The Duchess,Aged,,,Netherlands,9.0,2.0,,21.0,1998.0,6.604748965772586
Dorado Especial,MartÃ­ AutÃ©ntico,Gold,,,Puerto Rico,5.5,2.0,,,,6.292963463462969
1975 Green Label Demerara,Cadenhead's,Aged,,38.5%,United Kingdom,8.0,2.0,,,1975.0,6.515667393684124
Dark Spiced,Old caribbean dark spiced,Flavored,,37.0%,Sweden,6.0,2.0,,,,6.3375042495072
Cream,Wray & Nephew,Flavored,,,Jamaica,4.0,2.0,,,,6.159341105330276
Coffee,St. Aubin,Flavored,,40.0%,Mauritius,4.0,2.0,,,,6.159341105330276
Gold,Governor's Reserve,Aged,,40.0%,Cayman Islands,3.0,2.0,,,,6.070259533241813
Spiced Gold,Waiwera,Spiced,,,New Zealand,8.0,2.0,,,,6.515667393684124
1992 Old Guadeloupe,The Secret Treasures,Aged,,,Multiple,8.5,2.0,,,1992.0,6.560208179728355
Ilha de Madeira Naturel,Rum Nation,Agricole,,50.0%,Italy,5.0,2.0,,,,6.248422677418738
2020 Yorkshire Spiced,God's Own,Spiced,,,United Kingdom,6.0,2.0,,,2020.0,6.3375042495072
Dark & Aged Riesling Finish,EKTE,Aged,,40.0%,Denmark,6.5,2.0,,,,6.382045035551431
2006 Clarendon 14-Year,Rum Shark,Aged,Pot Still,69.0%,Czechia,8.5,2.0,,14.0,2006.0,6.560208179728355
Barrel Aged Reserve,Roulaison,Aged,,,United States,7.0,2.0,,,,6.426585821595662
ArrangÃ© Coco Torrefie,Riviere du Mat,Flavored,,40.0%,Reunion,8.5,2.0,,,,6.560208179728355
2001 Fiji Single Cask 2022 Rozelieures Cask Finish 20-Year,Plantation,Aged,Pot Still,45.8%,Multiple,9.5,2.0,,20.0,2001.0,6.649289751816817
Blanco Ligero,Cubay,Light,,,Cuba,3.5,2.0,,,,6.1148003192860445
Dark,Hanalei,Dark,,40.0%,United States,6.0,2.0,,0.0,,6.3375042495072
2006 Saint Catherine 13-Year,The Wild Parrot,Light,,55.4%,Italy,9.0,2.0,,13.0,2006.0,6.604748965772586
250th Anniversary,Appleton Estate,Aged,,,Jamaica,7.5,2.0,,,,6.471126607639893
2020 Limited Edition Prohibition Tradition 100th Anniversary 12-Year,Real McCoy,Aged,Pot and Column Still,50.0%,Barbados,8.0,2.0,,12.0,2020.0,6.515667393684124
2017 Ansyen Vaval Sherry Cask 39-Month,Clairin,Aged,,50.0%,Haiti,9.5,2.0,,,2017.0,6.649289751816817
Silver,Kings Bay,Light,,40.0%,United States,3.0,2.0,,,,6.070259533241813
Skeppsholmen 8-Year,H.A.R.R.E.L,Aged,,40.5%,Sweden,7.0,2.0,,8.0,,6.426585821595662
Master Blender's Reserve 2022 Edition,Black Tot,Aged,,54.5%,United Kingdom,8.0,2.0,,,,6.515667393684124
2014 Panama Single Cask Marsala Finish 6-Year,Plantation,Aged,Column Still (1-4),45.2%,Multiple,6.5,2.0,,6.0,2014.0,6.382045035551431
Bali Hai Tiki Monkey,Cutwater,Flavored,,,United States,5.5,2.0,,,,6.292963463462969
Original Gold Ltd.Ed. by Llewellyn Xavier 5-Year,Chairman's,Gold,Pot and Column Still,40.0%,Saint Lucia,7.5,2.0,,5.0,,6.471126607639893
Small Batch Rare Jamaica 30-Year,Rum Nation,Aged,,48.7%,Italy,6.0,2.0,,30.0,,6.3375042495072
XO Single Estate Batch 004,Penny Blue,Gold,,,Mauritius,6.0,2.0,,,,6.3375042495072
Parrot Bay Strawberry,Captain Morgan,Flavored,,,Puerto Rico,4.5,2.0,19.99,,,6.203881891374507
Anejo,Perla Negra,Aged,,40.0%,Panama,5.0,2.0,,,,6.248422677418738
1991 Trinidad 24-Year,The Whisky Agency,Aged,,,Germany,7.0,2.0,,24.0,1991.0,6.426585821595662
1997 Single Cask 15-Year,Saint James,Agricole,Column Still (1-4),42.9%,Martinique,7.0,2.0,,15.0,1997.0,6.426585821595662
2020 Limited Batch Series Ghana 7-Months,RomDeLuxe,Aged,Pot Still,60.3%,Denmark,7.0,2.0,,,2020.0,6.426585821595662
Great House Distillery 2022 Edition,Hampden Estate,Aged,Pot Still,55.0%,Jamaica,9.5,2.0,,,,6.649289751816817
4 Port,Virago,Aged,,43.0%,United States of America,7.0,2.0,,,,6.426585821595662
Coeur de Canne 4-Year,La Favorite,Agricole,Column Still (1-4),42.0%,Martinique,7.0,2.0,,4.0,,6.426585821595662
Panama 25-Year,Rum Nation,Aged,,40.0%,Italy,9.5,2.0,,25.0,,6.649289751816817
2015 Jamaica WP Navy Strength 5-Year,Transcontinental Rum Line,Light,Pot Still,57.4%,France,9.0,2.0,,5.0,2015.0,6.604748965772586
Orange Fusion,Labourdonnais,Flavored,,37.5%,Mauritius,4.5,2.0,,,,6.203881891374507
2020 Old Bacolet Pre Cask Single Farm Origin,Renegade,Light,Pot Still,50.0%,Multiple,4.0,2.0,,,2020.0,6.159341105330276
1991 Trinidad T.D.L. 25-Year,Duncan Taylor,Aged,,52.1%,United Kingdom,4.0,2.0,,25.0,1991.0,6.159341105330276
XO Batch 006,Penny Blue,Aged,,42.5%,Mauritius,9.0,2.0,,,,6.604748965772586
1998 Guyana,Plantation,Aged,,,Multiple,9.0,2.0,,,1998.0,6.604748965772586
White,JW Spicers,Light,,40.0%,United Kingdom,3.0,2.0,,,,6.070259533241813
10-Year,Capitan General,Aged,,40.0%,Mexico,6.0,2.0,,10.0,,6.3375042495072
Premium Light,Hana Bay,Light,,40.0%,United States,4.0,2.0,,,,6.159341105330276
Caribbean Soul Bottled 2017,Samaroli,Aged,,45.0%,United Kingdom,6.0,2.0,,,,6.3375042495072
Barbados Vom Fass,Rum & Cane,Aged,,40.0%,Andorra,7.0,2.0,,,,6.426585821595662
Spiced,Diamond Reserve,Spiced,,40.0%,Guyana,4.0,2.0,,,,6.159341105330276
Phenomen Spiced,Pabst & Richarz,Spiced,,,Germany,6.5,2.0,,,,6.382045035551431
Onix Cachaca,Armazem Vieira,Cachaca,,40.0%,Brazil,7.5,2.0,,,,6.471126607639893
2018 Le Distillat Brut de Colonne,Bologne,Agricole,Column Still (1-4),75.5%,Guadeloupe,8.0,2.0,,,2018.0,6.515667393684124
Tropical Mango,Roatan Rum Company,Flavored,,40.0%,Honduras,7.0,2.0,,,,6.426585821595662
2020 Zenga Blanc,Montebello,Agricole,Column Still (1-4),60.0%,Guadeloupe,6.0,2.0,,0.0,2020.0,6.3375042495072
Rock & Rum,Lyon,Flavored,Pot Still,42.0%,United States,3.5,2.0,,,,6.1148003192860445
Orach,Rumburra,Dark,Column Still (1-4),42.3%,United Kingdom,4.0,2.0,,,,6.159341105330276
Jamaica Worthy Park 14-Year,The Duchess,Aged,Pot Still,56.8%,Netherlands,8.0,2.0,,14.0,,6.515667393684124
Contrabandista,Plantation,Aged,,40.0%,Multiple,8.5,2.0,,,,6.560208179728355
2007 El Salvador Licorera Cihuatan 11-Year,Compagnie des Indes,Aged,,43.0%,France,4.5,2.0,,11.0,2007.0,6.203881891374507
1991 Guyana Enmore <KFM> 31-Year,Rum Artesanal,Aged,Pot Still,54.5%,Multiple,9.0,2.0,,31.0,1991.0,6.604748965772586
2007 Hampden C<>h Special Bottling For German Festival2021 14-Year,Flensburg,Aged,Pot Still,66.5%,Germany,8.5,2.0,,14.0,2007.0,6.560208179728355
Golden,Cane's,Gold,,40.0%,United Kingdom,6.5,2.0,,,,6.382045035551431
Maple Barrel Aged 4-Year,Collective Art,Aged,,45.0%,Canada,7.0,2.0,,4.0,,6.426585821595662
Reserva Exclusiva 8-Year,Ron SantafÃ©,Aged,,40.0%,Colombia,5.0,2.0,,8.0,,6.248422677418738
2011 Blanco 1-Year,Ron Valdeflores,Light,,40.0%,Mexico,8.5,2.0,,1.0,2011.0,6.560208179728355
2007 Grand Arôme Chai Humide 10-Year,Savanna,Agricole,,40.0%,Reunion,9.0,2.0,,10.0,2007.0,6.604748965772586
St. Lucia 14-Year,Bonpland,Aged,,,Germany,6.0,2.0,,14.0,,6.3375042495072
Vaníla,Bacardi,Flavored,,,Puerto Rico,3.5,2.0,,,,6.1148003192860445
Wine Barrel Aged,Downslope,Flavored,,,United States,7.0,2.0,,,,6.426585821595662
Jamaica Lluidas Vale 11-Year,RomDeLuxe,Aged,,55.3%,Denmark,8.0,2.0,,11.0,,6.515667393684124
2007 Mount Gay Elliott Erwitt Magnum Series #1 14-Year,Velier,Aged,Pot Still,60.0%,Multiple,9.0,2.0,,14.0,2007.0,6.604748965772586
Pontche de Mel,Tropicana,Flavored,,30.0%,Cape Verde,7.0,2.0,,,,6.426585821595662
Spiced,Carmen's Rum,Spiced,,35.0%,Antigua and Barbuda,2.0,2.0,,,,5.98117796115335
2009 Black Opus 11-Year,Pere Labat,Agricole,Column Still (1-4),42.0%,Guadeloupe,8.0,2.0,,11.0,2009.0,6.515667393684124
Rum,Mr. Finton's,Gold,,40.0%,Germany,3.0,2.0,,,,6.070259533241813
Amber,Knock On Wood,Gold,,40.0%,Canada,8.0,2.0,,,,6.515667393684124
Silver,Islamorada,Light,,40.0%,United States,5.0,2.0,,,,6.248422677418738
1992 Enmore 28-Year,Corman Collins,Aged,,57.5%,Belgium,9.5,2.0,,28.0,1992.0,6.649289751816817
2019 13-Year,Barrell,Aged,,,Jamaica,7.0,2.0,,13.0,2019.0,6.426585821595662
Jamaica Supreme Lord VII 23-Year,Rum Nation,Aged,,40.0%,Italy,10.0,2.0,,23.0,,6.693830537861048
1989,Cerro Negro,Dark,,40.0%,Nicaragua,8.5,2.0,,,1989.0,6.560208179728355
2013 Jamaica <> H 9-Year,S.B.S.,Aged,Pot Still,68.3%,Denmark,8.0,2.0,,9.0,2013.0,6.515667393684124
Sherry Oak Cask,Zabana,Aged,Column Still (1-4),40.0%,Philippines,5.0,2.0,,,,6.248422677418738
2007 Small Cask 8-Year,HSE,Agricole,Column Still (1-4),46.0%,Martinique,6.0,2.0,,8.0,2007.0,6.3375042495072
2011 Jamaica MMW 9-Year,Holmes Cay,Aged,Pot Still,59.0%,United States,8.0,2.0,,9.0,2011.0,6.515667393684124
2012 Cuba Bourbon and Virgin Oak Cask Matured 9-Year,S.B.S.,Aged,Column Still (1-4),50.0%,Denmark,8.0,2.0,,9.0,2012.0,6.515667393684124
1989 Demerara 23-Year,Rum Nation,Aged,,40.0%,Italy,6.0,2.0,,23.0,1989.0,6.3375042495072
Supremo Gold,Ron Llave,Gold,,40.0%,Puerto Rico,0.0,2.0,,,,5.803014816976426
90,Marienburg,Light,,90.0%,Suriname,1.0,2.0,,,,5.892096389064888
2009 Colombia Port Cask Finish 10-Year,S.B.S.,Aged,,46.0%,Denmark,7.0,2.0,,10.0,2009.0,6.426585821595662
2009 Vintages 2022 Fiji 13-Year,Plantation,Aged,Pot Still,49.5%,Multiple,9.0,2.0,,13.0,2009.0,6.604748965772586
Dunder,Wigle,Gold,,40.0%,United States,6.0,2.0,,,,6.3375042495072
15-Year,Santero,Aged,,40.0%,Cuba,7.0,2.0,,15.0,,6.426585821595662
2000 15-Year,Neisson,Agricole,Column Still (1-4),48.0%,Martinique,8.5,2.0,,15.0,2000.0,6.560208179728355
Silver,Resurgence,Light,,40.0%,United States,5.0,2.0,,,,6.248422677418738
Boston,Liberty Tree,Gold,,,United States,9.0,2.0,,,,6.604748965772586
62,Rum Society,Light,,,Multiple,6.5,2.0,,,,6.382045035551431
2008 Martinique 12-Year,Samaroli,Agricole,Column Still (1-4),45.0%,United Kingdom,7.0,2.0,,12.0,2008.0,6.426585821595662
Blanc,Hardy,Agricole,Column Still (1-4),50.0%,Martinique,4.5,2.0,,,,6.203881891374507
Blend 26,Private Selection,Aged,,40.0%,Jamaica,4.0,2.0,,,,6.159341105330276
Rumlikor Kokosnuss,Black Work Pirates,Flavored,,,Germany,4.5,2.0,,,,6.203881891374507
2001 La Tour de L'or Brut de Futs,Chantal Comte,Agricole,Column Still (1-4),,France,8.5,2.0,,,2001.0,6.560208179728355
2002 Guyana 12-Year,Duncan Taylor,Aged,,,United Kingdom,5.0,2.0,,12.0,2002.0,6.248422677418738
1988 Guyana Enmore MEC 32-Year,The Rum Cask,Aged,Pot Still,47.9%,Germany,9.5,2.0,,32.0,1988.0,6.649289751816817
